,Диаметр экспл.колонны,Буферное давление,Давление в линии,Динамическая высота,Затрубное давление,Обводненность,Глубина спуска,Давление на приеме
1407,146.8,20.0,19.0,2654.0,22.2,77.0,2933.22,42.0
1408,146.8,23.0,22.0,2310.0,23.0,62.0,2338.34,29.0
1409,146.8,21.7,20.7,2396.0,23.5,20.0,2426.64,27.0
1410,146.8,9.2,8.2,2592.0,9.7,76.0,2605.43,11.0
1411,146.8,20.4,19.4,3290.0,20.0,48.0,3311.0,21.0
1412,146.8,15.0,14.0,2730.0,15.0,53.0,2756.0,17.0
1413,146.8,20.0,19.0,2566.0,19.2,40.0,2731.0,28.0
1414,159.6,9.0,8.4,2631.0,10.2,52.0,2670.19,13.0
1415,146.8,23.0,22.0,2580.0,23.6,36.0,2714.0,45.0
1416,159.6,23.0,22.0,2429.0,23.3,38.0,2560.0,33.0
1417,146.8,14.2,13.2,2480.0,15.6,56.0,2538.2,17.0
1418,146.8,21.0,20.0,2314.0,23.0,17.0,2414.97,34.0
1419,146.8,9.0,8.1,2702.0,11.0,32.0,2760.0,20.0
1420,146.8,19.9,18.9,1701.0,21.7,8.0,2359.66,79.0
1421,159.6,15.0,14.0,2644.0,14.5,93.0,2665.0,19.0
1422,146.8,21.2,20.2,2264.0,21.1,64.0,2410.12,29.0
1423,146.8,20.5,19.7,2929.0,20.4,22.0,3053.0,26.0
1424,146.8,21.0,20.0,2231.0,22.2,63.0,2287.0,33.0
1425,146.8,22.5,21.5,2430.0,22.6,56.0,2450.0,26.0
1426,146.8,16.9,15.9,3059.0,17.5,65.0,3084.0,20.0
1427,159.6,33.0,8.8,2965.0,10.5,66.0,3135.37,11.0
1428,146.8,18.9,18.3,2228.0,20.7,66.0,2321.36,28.0
1429,146.8,27.9,26.9,2430.0,27.4,87.0,2461.0,29.0
1430,146.8,17.3,16.3,2990.0,17.8,58.0,3033.75,21.0
1431,146.8,8.5,7.4,2719.0,8.7,96.0,2865.0,16.0
1432,146.8,28.5,27.6,2387.0,27.1,44.0,2427.0,33.0
1433,146.8,22.5,21.5,2207.0,22.3,88.0,2456.0,23.0
1434,146.8,18.3,17.2,2701.0,19.0,35.0,2710.63,25.0
1435,146.8,17.0,16.0,2946.0,17.1,30.0,3051.5,23.0
1436,150.2,13.7,12.7,2210.0,14.0,64.0,2229.54,16.0
1437,146.8,17.0,16.2,3012.0,18.0,23.0,3053.0,23.0
1438,146.8,23.0,22.0,2758.0,23.2,23.0,2881.45,37.0
1439,146.8,26.0,25.0,2299.0,27.5,30.0,2311.0,29.0
1440,146.8,28.0,10.0,2598.0,11.0,19.0,2621.93,15.0
1441,146.8,22.5,21.2,2617.0,24.0,16.0,2643.0,26.0
1442,146.8,23.0,22.0,2937.0,23.8,31.0,2998.36,33.0
1443,146.8,9.7,8.7,2153.0,10.5,18.0,2402.22,32.0
1444,146.8,16.3,15.3,2168.0,16.1,25.0,2269.32,23.0
1445,146.8,8.5,8.0,2330.0,9.0,20.0,2461.16,22.0
1446,129.0,23.7,22.7,2230.0,21.5,81.0,2262.0,25.0
1447,146.8,16.0,15.0,2720.0,16.6,37.0,2728.04,21.0
1448,146.8,12.7,11.9,1640.0,15.5,18.0,2367.0,75.0
1449,146.8,16.7,15.7,2411.0,16.4,76.0,2429.25,22.0
1450,146.8,14.9,13.9,2855.0,15.8,90.0,2907.12,17.0
1451,146.8,12.0,11.0,2791.0,12.5,74.0,2889.67,21.0
1452,146.8,20.5,19.5,2695.0,21.2,45.0,2728.04,24.0
1453,146.8,13.4,12.4,2232.0,14.4,85.0,2304.0,16.0
1454,159.6,29.0,27.3,2528.0,28.7,10.0,2550.91,32.0
1455,146.8,20.7,19.7,2876.0,22.0,77.0,2909.24,25.0
1456,146.8,18.6,17.9,2451.0,19.8,92.0,2485.94,21.0
1457,159.6,9.5,8.7,2642.0,9.9,44.0,2771.0,16.0
1458,146.8,26.0,25.0,2750.0,26.7,61.0,2786.38,29.0
1459,146.8,17.8,16.8,2264.0,18.3,92.0,2335.0,20.0
1460,146.8,23.0,22.0,2310.0,24.0,59.0,2338.34,28.0
1461,146.8,21.0,20.0,3064.0,22.1,42.0,3099.23,23.0
1462,146.8,20.6,19.6,2519.0,22.4,23.0,2560.05,26.0
1463,146.8,21.0,20.0,2024.0,20.6,24.0,2250.78,50.0
1464,146.8,15.0,14.0,2541.0,15.6,26.0,2727.16,18.0
1465,150.2,37.0,27.5,2730.0,27.9,31.0,2820.0,34.0
1466,146.8,20.0,19.0,2615.0,20.2,63.0,2668.29,23.0
1467,159.6,32.0,19.5,2885.0,21.0,56.0,2900.0,23.0
1468,159.6,15.5,14.5,1762.0,15.4,7.0,2550.91,84.0
1469,146.8,16.6,15.7,2231.0,17.4,84.0,2269.32,22.0
1470,146.8,7.1,6.1,2438.0,8.2,82.0,2551.94,13.0
1471,146.8,12.2,11.2,2346.0,12.5,95.0,2363.38,15.0
1472,146.8,14.2,13.5,2634.0,16.0,71.0,2691.0,21.0
1473,159.6,17.0,16.0,3135.0,18.0,65.0,3185.0,21.0
1474,146.8,21.0,20.6,2402.0,22.4,86.0,2479.0,28.0
1475,146.8,16.0,15.0,2788.0,16.0,66.0,2835.0,20.0
1476,159.6,9.3,8.3,2603.0,10.2,67.0,2670.19,16.0
1477,146.8,21.5,20.5,3200.0,23.0,30.0,3221.0,29.0
1478,146.8,24.0,23.0,1773.0,4.1,57.0,2860.0,98.0
1479,159.6,20.6,18.5,2516.0,20.0,28.0,2560.0,23.0
1480,146.8,16.8,15.8,2312.0,18.7,19.0,2426.64,24.0
1481,146.8,19.5,18.5,2875.0,20.0,28.0,2926.84,21.0
1482,146.8,16.0,15.0,2527.0,16.7,28.0,2748.36,36.0
1483,146.8,16.7,15.7,2514.0,17.0,63.0,2750.0,20.0
1484,146.8,19.0,18.0,2640.0,19.0,71.0,2650.0,25.0
1485,146.8,19.0,18.0,2103.0,20.6,15.0,2387.49,33.0
1486,159.6,45.0,15.6,3156.0,16.4,62.0,3185.0,17.0
1487,159.6,8.5,8.0,2215.0,9.0,60.0,2820.27,28.0
1488,159.6,17.2,16.2,2627.0,17.7,40.0,2662.0,23.0
1489,157.2,6.9,6.0,2469.0,7.1,54.0,2593.84,22.0
1490,150.2,16.6,15.6,2564.0,17.0,65.0,2648.0,28.0
1491,146.8,26.3,25.3,2390.0,26.5,47.0,2450.0,32.0
1492,146.8,26.0,25.0,2746.0,26.7,56.0,2805.0,32.0
1493,146.8,18.7,18.0,2253.0,18.5,67.0,2310.0,19.0
1494,146.8,20.0,19.0,2420.0,20.0,30.0,2870.0,44.0
1495,146.8,19.5,18.5,2860.0,20.2,78.0,2968.57,24.0
1496,146.8,18.0,16.8,2601.0,19.0,55.0,2614.6,23.0
1497,146.8,16.5,15.5,2210.0,15.0,92.0,2260.0,22.0
1498,146.8,21.0,19.5,2560.0,20.2,64.0,2587.0,22.0
1499,146.8,22.5,21.8,2170.0,22.0,48.0,2270.56,23.0
1500,159.6,9.0,8.0,2718.0,9.0,64.0,2765.0,13.0
1501,146.8,12.0,11.0,3110.0,12.0,34.0,3131.75,15.0
1502,146.8,9.7,8.7,2235.0,11.5,21.0,2402.22,25.0
1503,146.8,23.0,22.0,2640.0,24.5,19.0,2643.0,26.0
1504,146.8,23.0,22.0,2179.0,23.4,91.0,2245.6,27.0
1505,146.8,16.4,15.4,3077.0,16.0,50.0,3107.61,28.0
1506,157.2,6.0,5.2,2652.0,7.0,22.0,2664.03,9.0
1507,146.8,18.4,17.1,2661.0,18.8,56.0,2662.49,20.0
1508,146.8,20.0,17.5,2567.0,19.6,80.0,2773.0,26.0
1509,146.8,17.3,16.3,2362.0,17.7,39.0,2555.0,35.0
1510,146.8,16.4,15.9,2487.0,19.2,36.0,2581.98,26.0
1511,159.6,9.0,8.0,2608.0,9.0,63.0,2625.0,15.0
1512,150.2,19.0,18.0,2690.0,19.0,27.0,2731.0,27.0
1513,146.8,24.0,23.0,2596.0,26.8,12.0,2654.0,32.0
1514,150.2,26.5,25.6,2758.0,27.2,29.0,2820.0,33.0
1515,146.8,22.0,21.0,2280.0,24.0,69.0,2321.36,27.0
1516,150.2,13.8,12.8,2226.0,14.2,58.0,2229.54,17.0
1517,146.8,12.0,11.0,2403.0,12.0,18.0,2612.21,20.0
1518,150.2,24.5,23.5,2768.0,25.5,32.0,2820.0,32.0
1519,146.8,16.0,15.5,2302.0,16.9,41.0,2475.0,30.0
1520,146.8,9.0,8.1,2581.0,9.0,70.0,2605.43,12.0
1521,146.8,19.0,18.0,2840.0,20.2,32.0,2851.0,21.0
1522,146.8,19.0,17.8,2324.0,18.1,64.0,2331.3,23.0
1523,159.6,20.0,19.0,2644.0,22.0,16.0,2662.0,24.0
1524,146.8,20.7,19.7,2482.0,21.7,32.0,2532.08,26.0
1525,146.8,8.7,7.8,3020.0,9.6,27.0,3119.11,18.0
1526,146.8,19.1,18.1,2840.0,20.0,34.0,2851.0,22.0
1527,146.8,22.7,20.8,2621.0,20.7,82.0,2637.0,24.0
1528,159.6,23.0,22.0,2690.0,0.8,46.0,2900.0,16.0
1529,146.8,21.2,20.2,2381.0,21.9,19.0,2426.64,25.0
1530,159.6,9.5,8.5,2800.0,13.8,29.0,2824.0,31.0
1531,146.8,19.0,18.3,2553.0,20.2,88.0,2681.0,25.0
1532,150.2,21.0,20.0,2709.0,22.4,29.0,2731.0,26.0
1533,146.8,11.0,10.0,2294.0,11.5,22.0,2420.0,17.0
1534,146.8,20.0,19.0,2216.0,20.9,77.0,2353.0,24.0
1535,146.8,18.3,15.2,2356.0,18.7,93.44,2456.0,28.0
1536,146.8,25.0,24.0,2169.0,27.9,32.0,2310.0,32.0
1537,146.8,20.0,19.0,2655.0,20.5,88.0,2681.0,25.0
1538,146.8,17.6,16.6,2827.0,18.4,60.0,2909.24,25.0
1539,146.8,21.0,20.2,2489.0,22.2,47.0,2750.0,39.0
1540,146.8,21.2,20.0,2649.0,23.7,47.0,2710.63,30.0
1541,146.8,14.3,13.6,2528.0,15.4,73.0,2587.73,21.0
1542,157.0,8.0,7.0,2417.0,8.6,48.0,2502.0,14.0
1543,147.2,6.8,6.0,2232.0,7.0,65.0,2520.84,34.0
1544,146.8,16.6,15.6,2231.0,17.4,87.0,2290.26,18.0
1545,146.8,16.7,15.7,2811.0,17.0,70.0,2835.0,20.0
1546,146.8,19.2,18.5,2799.0,20.4,30.0,2877.0,25.0
1547,146.8,23.0,22.0,2321.0,23.6,52.0,2338.34,28.0
1548,146.8,19.0,18.3,2734.0,19.1,42.0,2772.49,28.0
1549,146.8,13.8,12.8,2265.0,14.2,86.0,2304.0,16.0
1550,146.8,28.0,6.1,2529.0,7.8,85.0,2551.94,11.0
1551,146.8,16.0,15.3,2231.0,18.0,76.0,2245.52,18.0
1552,146.8,11.5,10.5,2864.0,12.5,64.0,2889.67,21.0
1553,146.8,18.5,17.5,2510.0,19.7,53.0,2614.6,22.0
1554,146.8,7.0,6.0,2541.0,7.0,32.0,2556.04,11.0
1555,159.6,10.0,9.0,1693.0,10.0,60.0,2670.0,90.0
1556,146.8,23.8,22.8,2783.0,24.5,50.0,2805.0,27.0
1557,146.8,16.4,15.4,2288.0,17.0,90.0,2290.26,18.0
1558,157.0,6.8,5.7,2723.0,7.2,90.0,2779.0,18.0
1559,150.2,21.0,19.0,1869.0,21.9,56.0,2234.0,48.0
1560,146.8,18.2,17.5,2805.0,18.6,60.0,2835.0,22.0
1561,146.8,17.0,5.6,2769.0,7.0,50.0,2779.0,8.0
1562,157.2,7.3,6.3,2226.0,7.1,29.0,2380.0,15.0
1563,157.2,20.0,5.4,2350.0,6.7,60.0,2380.0,8.0
1564,157.2,6.0,5.0,2630.0,6.0,32.0,2666.19,7.0
1565,146.8,16.0,15.0,2190.0,16.0,80.0,2245.52,17.0
1566,159.6,20.6,19.6,2581.0,21.4,53.0,2622.0,25.0
1567,146.8,18.4,17.6,2540.0,18.5,7.0,2600.0,27.0
1568,146.8,19.0,18.0,3184.0,18.9,69.0,3311.0,19.0
1569,146.8,22.0,21.2,2901.0,23.6,38.0,2998.36,35.0
1570,146.8,27.0,26.0,2072.0,27.6,34.0,2270.56,48.0
1571,159.6,23.5,22.5,2321.0,25.3,8.0,2550.91,46.0
1572,146.8,16.0,14.8,2234.0,16.0,80.0,2245.52,18.0
1573,159.6,9.0,8.0,2790.0,10.0,64.0,2820.27,13.0
1574,157.2,7.0,6.0,2319.0,8.5,54.0,2327.0,8.0
1575,146.8,7.0,6.0,2358.0,8.0,49.0,2366.0,9.0
1576,146.8,16.5,15.5,3059.0,15.9,71.0,3071.1,16.0
1577,146.8,15.7,14.7,2726.0,16.3,39.0,2731.0,23.0
1578,146.8,20.0,19.0,2112.0,21.3,35.0,2234.0,24.0
1579,146.8,18.4,17.4,2779.0,18.9,72.0,2822.0,24.0
1580,146.8,15.0,14.0,2517.0,16.0,68.0,2587.73,24.0
1581,150.2,13.9,12.9,2204.0,14.5,64.0,2229.54,17.0
1582,146.8,20.0,19.0,2397.0,20.3,85.0,2479.0,30.0
1583,146.8,17.3,16.5,2430.0,18.1,24.0,2532.08,25.0
1584,146.8,32.0,6.0,2491.0,7.3,84.0,2551.94,10.0
1585,150.2,22.2,21.2,2127.0,21.9,69.0,2234.0,31.0
1586,146.8,14.5,13.5,2541.0,15.0,74.0,2587.73,21.0
1587,146.8,20.0,19.0,2030.0,21.0,46.0,2748.36,70.0
1588,150.2,19.9,18.9,2263.0,21.2,38.0,2298.0,22.0
1589,157.0,6.4,5.4,2774.0,6.6,88.0,2779.0,12.0
1590,146.8,17.1,16.1,2717.0,18.0,65.0,2750.0,20.0
1591,146.8,19.5,18.5,2367.0,19.6,76.0,2408.0,24.0
1592,146.8,27.0,26.0,2613.0,27.0,43.0,2643.0,31.0
1593,146.8,9.0,8.0,3020.0,10.0,66.0,3119.11,17.0
1594,146.8,16.0,15.0,2292.0,17.0,86.0,2320.0,20.0
1595,146.8,7.3,6.3,2723.0,7.5,42.0,2782.54,11.0
1596,147.2,6.7,5.7,2478.0,7.1,91.0,2521.0,10.0
1597,146.8,7.9,6.9,2834.0,8.5,91.0,2865.12,14.0
1598,146.8,16.7,15.7,2368.0,17.5,44.0,2435.0,20.0
1599,146.8,25.0,24.0,2820.0,27.2,30.0,2851.0,29.0
1600,150.2,12.5,11.5,2960.0,14.8,33.0,3012.21,19.0
1601,150.2,20.0,19.0,2280.0,20.2,36.0,2298.0,27.0
1602,146.8,16.3,15.7,3064.0,17.1,58.0,3107.61,23.0
1603,150.2,20.0,19.2,2740.0,21.0,31.0,2820.0,27.0
1604,146.8,19.0,18.0,2953.0,20.0,42.0,3036.0,27.0
1605,146.8,7.0,6.0,2283.0,8.0,32.0,2366.0,21.0
1606,146.8,7.2,6.2,2676.0,8.9,92.0,2762.0,19.0
1607,150.2,25.0,24.0,2742.0,24.5,32.0,2820.0,30.0
1608,157.2,7.0,6.0,2355.0,7.2,61.0,2365.0,9.0
1609,146.8,20.6,19.3,2630.0,21.2,51.0,2650.0,29.0
1610,159.6,10.0,10.0,2566.0,11.0,62.0,2625.0,16.0
1611,146.8,16.5,15.5,2379.0,17.6,18.0,2662.49,40.0
1612,146.8,20.8,20.0,2441.0,21.3,32.0,2532.08,26.0
1613,146.8,24.0,20.1,2277.0,21.5,31.0,2328.34,24.0
1614,146.8,14.0,13.0,2783.0,14.5,67.0,2803.34,17.0
1615,146.8,27.0,26.5,2256.0,29.0,28.0,2280.0,35.0
1616,146.8,23.0,22.0,3047.0,24.3,22.0,3150.23,33.0
1617,146.8,10.6,9.6,3070.0,11.0,32.0,3200.34,17.0
1618,146.8,20.0,19.0,2400.0,21.5,58.0,2435.0,22.0
1619,146.8,25.0,24.0,2761.0,25.2,40.0,2851.0,33.0
1620,146.8,14.8,14.0,2293.0,14.6,26.0,2328.34,18.0
1621,159.6,9.5,8.5,2512.0,9.3,65.0,2670.19,15.0
1622,150.2,20.1,19.1,2294.0,20.7,34.0,2298.0,23.0
1623,159.6,9.0,8.0,2760.0,9.0,70.0,2779.33,11.0
1624,146.8,20.2,18.4,2291.0,21.3,86.0,2320.0,21.0
1625,146.8,18.4,17.4,2448.0,18.6,91.0,2456.0,21.0
1626,150.2,11.0,10.0,2366.0,12.0,20.0,2370.0,14.0
1627,146.8,16.5,15.7,2252.0,17.1,15.0,2367.13,27.0
1628,146.8,15.8,14.8,2282.0,15.8,78.0,2290.26,17.0
1629,146.8,9.0,8.0,2819.0,9.0,94.0,2865.12,15.0
1630,146.8,23.0,22.0,2803.0,23.3,38.0,2805.0,27.0
1631,146.8,17.7,16.7,2399.0,18.2,23.0,2426.64,20.0
1632,146.8,16.8,15.8,2749.0,17.3,46.0,2756.0,20.0
1633,150.2,12.0,11.0,2933.0,12.5,50.0,2971.0,15.0
1634,146.8,17.8,16.8,3089.0,19.0,40.0,3099.23,22.0
1635,146.8,14.5,13.5,2744.0,14.8,59.0,2749.24,18.0
1636,146.8,15.4,14.5,2600.0,17.0,61.0,2623.0,32.0
1637,157.0,7.2,6.2,2112.0,8.1,46.0,2322.33,25.0
1638,146.8,27.0,26.1,2670.0,27.2,71.0,2875.29,50.0
1639,146.8,21.0,20.0,2274.0,20.8,53.0,2410.12,31.0
1640,146.8,17.0,16.5,2352.0,20.9,22.0,2426.64,25.0
1641,146.8,22.0,20.1,2801.0,23.0,30.0,2851.0,26.0
1642,159.6,10.0,9.0,1833.0,10.0,17.0,2820.0,84.0
1643,157.2,6.8,6.0,2356.0,7.3,48.0,2594.0,28.0
1644,159.6,18.3,17.3,2530.0,18.5,20.0,2561.76,23.0
1645,146.8,17.7,16.7,2488.0,19.4,34.0,2581.98,23.0
1646,146.8,27.0,26.0,2263.0,28.6,54.0,2316.0,33.0
1647,146.8,16.0,15.0,2704.0,16.9,38.0,2728.04,22.0
1648,159.6,18.0,17.2,2398.0,19.0,9.0,2659.0,44.0
1649,146.8,17.0,16.0,2275.0,19.3,92.0,2331.3,23.0
1650,146.8,14.0,13.0,2599.0,14.0,68.0,2623.49,16.0
1651,146.8,16.0,15.0,3198.0,17.0,19.0,3221.0,19.0
1652,159.6,9.2,8.0,2429.0,10.7,26.0,2720.0,36.0
1653,146.8,14.9,13.9,2220.0,14.8,23.0,2263.15,21.0
1654,146.8,17.0,16.1,2826.0,18.4,28.0,2979.3,26.0
1655,146.8,22.0,21.0,2317.0,23.8,60.0,2338.34,27.0
1656,159.6,9.0,8.0,2547.0,11.0,36.0,2670.19,22.0
1657,129.0,19.0,18.0,2258.0,19.0,94.5,2262.0,19.0
1658,146.8,17.0,16.1,2361.0,19.0,24.0,2414.97,23.0
1659,146.8,22.0,21.0,2534.0,22.7,32.0,2572.26,32.0
1660,146.8,17.5,16.7,2765.0,18.4,16.0,3098.94,48.0
1661,146.8,21.0,20.0,2731.0,21.8,15.0,2820.61,28.0
1662,159.6,18.1,17.1,2464.0,18.6,40.0,2535.0,26.0
1663,146.8,16.8,15.8,2353.0,17.6,40.0,2555.0,32.0
1664,146.8,20.6,19.8,3022.0,20.78,26.0,3053.0,28.0
1665,146.8,27.0,26.0,3028.0,27.0,60.0,3036.0,34.0
1666,146.8,25.5,24.9,2310.0,26.3,28.0,2316.0,30.0
1667,146.8,16.0,15.4,2215.0,17.0,18.0,2367.13,22.0
1668,146.8,17.0,15.0,3078.0,17.0,37.0,3099.23,22.0
1669,150.2,20.5,18.9,2701.0,23.0,57.0,2820.0,25.0
1670,146.8,18.4,17.4,2674.0,18.9,74.0,2680.0,23.0
1671,146.8,19.9,18.9,2514.0,22.6,60.0,2582.0,29.0
1672,146.8,17.5,16.5,2843.0,17.6,69.0,2968.57,24.0
1673,146.8,8.0,7.3,2830.0,9.0,74.0,2860.17,15.0
1674,159.6,45.0,15.0,3174.0,16.4,63.0,3185.0,17.0
1675,146.8,15.2,14.5,2630.0,14.2,85.0,2657.31,18.0
1676,150.2,12.0,10.5,2948.0,13.0,48.0,2971.0,20.0
1677,147.2,7.0,6.0,2238.0,7.4,64.0,2520.84,32.0
1678,146.8,23.5,22.6,2680.0,25.1,50.0,2860.0,36.0
1679,146.8,23.5,22.9,2764.0,24.6,17.0,2820.61,29.0
1680,146.8,27.0,26.0,2780.0,28.2,60.0,2805.0,32.0
1681,159.6,9.3,8.3,2590.0,9.8,65.0,2670.19,16.0
1682,147.0,15.0,5.8,2756.0,6.9,74.0,2779.0,9.0
1683,146.8,16.0,15.0,2308.0,16.6,70.0,2320.0,20.0
1684,146.8,19.0,18.0,2310.0,19.8,55.0,2403.0,28.0
1685,146.8,14.0,12.8,2673.0,14.0,44.0,2731.0,19.0
1686,146.8,6.9,5.9,2532.0,7.8,60.0,2556.04,9.0
1687,146.8,17.1,16.0,2211.0,17.5,23.0,2957.68,51.0
1688,146.8,14.7,13.7,2710.0,15.0,60.0,2750.0,17.0
1689,146.8,18.0,16.0,2291.0,17.9,18.0,2367.13,28.0
1690,159.6,20.0,19.0,2589.0,20.4,56.0,2622.0,24.0
1691,146.8,8.9,7.9,2782.0,8.4,96.0,2865.12,15.0
1692,146.8,21.0,20.0,2194.0,21.0,24.0,2250.78,26.0
1693,146.8,14.0,13.6,2536.0,15.5,46.0,2538.2,16.0
1694,146.8,23.0,22.0,2386.0,22.5,85.0,2456.0,24.0
1695,146.8,16.6,15.6,2863.0,16.8,81.0,2871.0,24.0
1696,146.8,9.0,8.0,2526.0,9.8,65.0,2540.0,11.0
1697,146.8,18.5,17.5,2245.0,19.7,41.0,2748.36,66.0
1698,146.8,18.2,17.2,2220.0,19.2,45.0,2234.0,22.0
1699,146.8,17.0,16.0,2634.0,16.8,34.0,2821.67,26.0
1700,146.8,18.5,17.5,2363.0,19.4,34.0,2555.0,34.0
1701,146.8,16.0,15.0,2730.0,17.5,40.0,2731.0,23.0
1702,146.8,16.5,15.5,2394.0,17.0,18.0,2662.49,43.0
1703,146.8,21.7,20.7,2298.0,22.7,25.0,2414.97,34.0
1704,159.6,8.7,7.7,2976.0,9.7,89.0,3067.98,13.0
1705,146.8,27.0,26.3,2304.0,27.5,37.0,2316.0,33.0
1706,146.8,18.4,17.4,2236.0,19.1,88.0,2245.6,21.0
1707,146.8,18.4,17.4,2246.0,18.9,64.0,2300.0,26.0
1708,146.8,16.5,15.1,2916.0,16.0,43.0,2947.0,17.0
1709,159.6,8.6,7.6,2429.0,10.8,58.0,2820.27,46.0
1710,146.8,28.0,22.2,2700.0,23.3,64.0,2786.38,30.0
1711,146.8,16.6,15.6,2241.0,17.1,82.0,2269.32,21.0
1712,146.8,16.4,15.4,2981.0,16.9,30.0,3051.5,23.0
1713,157.2,6.8,5.8,2271.0,7.2,49.0,2594.0,34.0
1714,150.2,22.0,21.5,2141.0,22.1,54.0,2234.0,30.0
1715,146.8,19.0,18.0,2680.0,17.6,79.0,2790.0,22.0
1716,146.8,17.5,16.5,2536.0,18.8,29.0,2560.05,22.0
1717,146.8,9.0,8.0,2357.0,9.0,40.0,2404.17,13.0
1718,146.8,16.0,15.0,1951.0,9.2,46.0,3049.43,67.0
1719,146.8,17.3,16.3,2497.0,17.4,20.0,2508.02,21.0
1720,146.8,24.0,23.0,2459.0,24.8,92.0,2680.0,34.0
1721,146.8,26.0,25.5,2252.0,27.6,32.0,2316.0,33.0
1722,146.8,16.0,15.0,2278.0,16.1,59.0,2310.1,22.0
1723,146.8,16.5,15.5,2153.0,17.9,20.0,2481.0,48.0
1724,146.8,20.0,19.0,2342.0,21.5,19.0,2367.13,23.0
1725,146.8,16.5,15.5,3025.0,17.1,58.0,3084.0,19.0
1726,146.8,18.7,17.6,2612.0,18.5,21.0,2653.0,22.0
1727,146.8,14.0,13.0,2645.0,15.0,74.0,2691.0,20.0
1728,159.6,9.0,8.0,2652.0,9.0,68.0,2779.33,13.0
1729,146.8,15.5,14.5,2232.0,16.0,80.0,2290.26,17.0
1730,146.8,22.4,21.4,1593.0,23.2,24.0,2290.0,77.0
1731,146.8,9.0,6.0,2480.0,8.3,34.0,2507.11,15.0
1732,159.6,16.2,15.6,2422.0,16.9,42.0,2535.0,28.0
1733,146.8,20.5,19.5,2695.0,22.6,43.0,2728.04,25.0
1734,146.8,17.3,16.4,2170.0,18.5,32.0,3037.2,80.0
1735,159.6,17.0,16.0,2740.0,17.7,53.0,2825.8,21.0
1736,146.8,18.0,17.5,2620.0,18.1,88.0,2665.61,25.0
1737,146.8,23.0,22.8,2335.0,24.5,82.0,2479.0,37.0
1738,146.8,15.0,13.9,2890.0,17.0,46.0,2930.0,19.0
1739,146.8,14.0,13.0,2286.0,14.0,88.0,2304.0,16.0
1740,146.8,13.0,12.0,2530.0,13.7,46.0,2614.0,17.0
1741,146.8,26.6,26.1,2144.0,27.5,72.0,2289.2,39.0
1742,146.8,15.0,13.4,2580.0,15.3,72.0,2587.73,25.0
1743,146.8,18.8,17.8,2389.0,19.3,81.0,2479.0,26.0
1744,146.8,23.0,22.0,2115.0,24.5,31.0,2270.56,29.0
1745,146.8,18.5,17.5,2381.0,18.8,50.0,2412.84,22.0
1746,146.8,9.8,8.8,2380.0,9.8,29.0,2402.22,16.0
1747,146.8,7.0,6.4,2411.0,8.2,35.0,2507.11,17.0
1748,146.8,9.0,7.2,3052.0,11.0,15.0,3119.11,18.0
1749,146.8,16.0,13.6,2979.0,16.6,22.0,3034.33,26.0
1750,157.2,7.0,6.0,2356.0,7.2,63.0,2365.0,9.0
1751,146.8,20.0,19.0,2625.0,20.1,69.0,2668.29,22.0
1752,150.2,26.5,25.6,2788.0,26.6,30.0,2820.0,32.0
1753,146.8,21.5,20.5,2212.0,20.9,55.0,2270.74,27.0
1754,146.8,23.5,23.0,2210.0,24.2,84.0,2235.0,26.0
1755,146.8,23.5,22.7,2451.0,20.5,84.0,2456.0,24.0
1756,146.8,17.0,16.0,2848.0,17.7,74.0,2968.57,21.0
1757,146.8,9.5,8.8,2494.0,8.5,32.0,2593.0,13.0
1758,159.6,16.4,15.4,3058.0,16.0,67.0,3185.0,20.0
1759,146.8,18.0,17.0,3015.0,18.0,42.0,3036.0,27.0
1760,146.8,17.5,16.5,2633.0,18.5,69.0,2650.0,24.0
1761,146.8,16.0,15.0,2273.0,16.0,84.0,2320.0,20.0
1762,146.8,20.0,19.0,2992.0,22.2,63.0,3033.75,23.0
1763,146.8,27.0,26.0,2599.0,28.8,48.0,2680.0,35.0
1764,159.6,18.5,17.5,2818.0,19.0,49.0,2825.8,21.0
1765,146.8,17.1,16.2,2196.0,18.2,43.0,2331.3,26.0
1766,146.8,7.0,6.0,2383.0,7.0,80.0,2443.63,13.0
1767,146.8,20.6,19.6,2440.0,22.0,66.0,2450.0,26.0
1768,146.8,20.0,19.0,2310.0,22.8,17.0,2367.13,23.0
1769,146.8,24.0,23.0,2299.0,24.0,61.0,2340.0,28.0
1770,146.8,18.5,17.5,2619.0,19.0,88.0,2665.61,25.0
1771,159.6,11.0,8.3,2098.0,2.1,76.0,3135.37,112.0
1772,146.8,16.0,15.0,2749.0,16.0,40.0,2933.22,32.0
1773,146.8,20.0,19.0,2862.0,20.5,43.0,3106.26,36.0
1774,146.8,18.0,16.9,2290.0,18.7,76.0,2475.0,34.0
1775,146.8,21.2,20.2,2953.0,22.2,19.0,3098.94,31.0
1776,146.8,23.5,22.6,2434.0,24.4,17.0,2450.0,33.0
1777,146.8,20.0,19.0,3041.0,20.6,20.0,3150.23,28.0
1778,146.8,20.7,19.8,2904.0,22.6,74.0,2909.24,25.0
1779,146.8,17.9,16.9,2916.0,18.2,40.0,2926.0,22.0
1780,146.8,20.2,19.2,2594.0,20.6,20.0,2653.0,28.0
1781,146.8,20.0,19.0,2741.0,21.5,51.0,2772.49,32.0
1782,146.8,25.0,24.0,2260.0,25.2,28.0,2311.0,34.0
